MAL_ID,Name,Score,Genres,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked
33654,Hitorijime My Hero,7.41,"Drama, Romance, School, Shounen Ai, Slice of Life",TV,12,"Sotsu, AT-X, Tokyo MX, Avex Pictures, Q-Tec, Docomo Anime Store, Marine Entertainment, Kanon Sound, Contents Seed, Ichijinsha, BS NTV",Sentai Filmworks,Encourage Films,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1867.0
33668,Soushin Shoujo Matoi,6.72,"Supernatural, Magic",TV,12,"Bandai Visual, Lantis, Nihon Ad Systems, Movic, Half H.P Studio, KBS, Q-Tec, Medicos Entertainment, Infinite",Sentai Filmworks,White Fox,Original,24 min. per ep.,PG-13 - Teens 13 or older,4814.0
33674,No Game No Life: Zero,8.32,"Game, Supernatural, Drama, Romance, Fantasy",Movie,1,"Frontier Works, Movic, AT-X, Kadokawa",Sentai Filmworks,Madhouse,Light novel,1 hr. 46 min.,PG-13 - Teens 13 or older,208.0
33681,Flying Witch Petit Special,5.99,"Comedy, Slice of Life, Supernatural",Special,1,"VAP, Magic Capsule",Sentai Filmworks,domerica,Manga,2 min.,PG-13 - Teens 13 or older,8273.0
33709,Garo: Guren no Tsuki Special,6.22,"Action, Demons, Fantasy, Magic, Supernatural",Special,1,Pony Canyon,Funimation,MAPPA,Original,23 min.,PG-13 - Teens 13 or older,7250.0
33713,Seihou Bukyou Outlaw Star Specials,7.11,"Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,"Sotsu, Victor Entertainment","Funimation, Bandai Entertainment",Sunrise,Manga,25 min. per ep.,R+ - Mild Nudity,3148.0
33726,Saiyuuki Reload Blast,7.22,"Action, Adventure, Comedy, Demons, Supernatural, Drama, Josei",TV,12,"Studio Pierrot, Dentsu, Frontier Works, Lantis, Media Factory, AT-X, Ichijinsha",Funimation,Platinum Vision,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2674.0
33743,Fuuka,6.54,"Drama, Ecchi, Music, Romance, School, Shounen",TV,12,"Studio Tulip, Magic Capsule, Warner Bros. Japan, flying DOG","Funimation, Crunchyroll",Diomedéa,Manga,24 min. per ep.,R+ - Mild Nudity,5671.0
33798,Cheer Danshi!! Recap,5.91,"Sports, School",Special,1,"Bandai Visual, Lantis, Nihon Ad Systems, Tokyo MX, Shueisha, Sony PCL",Funimation,Brain's Base,Novel,24 min.,PG-13 - Teens 13 or older,8484.0
33834,Sin: Nanatsu no Taizai,5.69,"Ecchi, Fantasy",TV,12,"Genco, Lantis, AT-X, Hobby Japan, NBCUniversal Entertainment Japan, Kanon Sound, Orchid Seed",Funimation,"Artland, TNK",Other,23 min. per ep.,R+ - Mild Nudity,9186.0
33840,Kabuki-bu!,6.62,School,TV,12,"Shochiku, Kadokawa Shoten, Pony Canyon, TBS",Sentai Filmworks,Studio Deen,Novel,24 min. per ep.,PG-13 - Teens 13 or older,5283.0
33889,Saredo Tsumibito wa Ryuu to Odoru,5.82,"Action, Drama, Fantasy, Sci-Fi",TV,12,"TBS, NBCUniversal Entertainment Japan",Funimation,Seven Arcs Pictures,Light novel,23 min. per ep.,R - 17+ (violence & profanity),8763.0
33964,91 Days: Mijikai Rousoku,6.4,"Action, Historical, Drama",Special,1,"Shochiku, Mainichi Broadcasting System",Funimation,Shuka,Original,24 min.,R - 17+ (violence & profanity),6391.0
33966,Yume Oukoku to Nemureru 100-nin no Ouji-sama,5.9,"Adventure, Harem, Fantasy",TV,12,dugout,Sentai Filmworks,Project No.9,Game,23 min. per ep.,PG-13 - Teens 13 or older,8544.0
33988,Demi-chan wa Kataritai,7.62,"Comedy, Vampire, Fantasy, School, Seinen",TV,12,"Aniplex, Kodansha, Kanetsu Investment","Funimation, Crunchyroll",A-1 Pictures,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1211.0
34012,Isekai Shokudou,7.35,"Comedy, Fantasy, Mystery",TV,12,"TV Tokyo, Sotsu, flying DOG, Nikkatsu, Avex Pictures, Dai Nippon Printing, Shufunotomo",Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2107.0
34019,Tsugumomo,7.07,"Action, Comedy, Ecchi, School, Seinen, Supernatural",TV,12,"Animax, Toei Video, Pony Canyon, Studio NOIX, Hakuhodo DY Music & Pictures, Futabasha, Hakuhodo, Kakao Japan, My Theater D.D.","Funimation, Crunchyroll",Zero-G,Manga,24 min. per ep.,R+ - Mild Nudity,3339.0
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.85,"Action, Adventure, Drama, Seinen",Movie,1,"TMS Entertainment, TMS Music",Discotek Media,Telecom Animation Film,Manga,53 min.,R+ - Mild Nudity,743.0
34034,Pokemon Sun & Moon,6.84,"Action, Game, Kids, Fantasy, School",TV,146,"TV Tokyo, Shogakukan-Shueisha Productions",The Pokemon Company International,OLM,Game,24 min. per ep.,PG - Children,4282.0
34036,Detective Conan: Episode One - The Great Detective Turned Small,8.27,"Adventure, Mystery, Comedy, Police, Shounen",Special,1,YTV,Discotek Media,TMS Entertainment,Manga,1 hr. 33 min.,PG-13 - Teens 13 or older,245.0
34051,Akiba's Trip The Animation,6.55,"Action, Comedy, Supernatural, Ecchi",TV,13,"AT-X, DLE, Studio Mausu, BS Fuji, Tokyo MX, Evil Line Records, Docomo Anime Store, bilibili, DMM.com, Sotsu Music Publishing, Exa International",Funimation,Gonzo,Game,23 min. per ep.,PG-13 - Teens 13 or older,5605.0
34055,Berserk 2nd Season,6.69,"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural",TV,12,"WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games","Funimation, Crunchyroll","Millepensee, GEMBA",Manga,24 min. per ep.,R - 17+ (violence & profanity),4956.0
34086,Tales of Zestiria the Cross 2nd Season,7.35,"Action, Adventure, Magic, Fantasy",TV,13,"Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan",Funimation,ufotable,Game,23 min. per ep.,PG-13 - Teens 13 or older,2108.0
34102,Sakurada Reset,7.37,"Mystery, Super Power, Supernatural, School",TV,24,"Media Factory, flying DOG, Asmik Ace, Showgate, Teichiku Entertainment, Hakuhodo DY Music & Pictures, Kansai Telecasting, BS11, Sony PCL, Radio Osaka, A-Sketch, Parco, e-notion",Sentai Filmworks,David Production,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2014.0
34104,Knight's & Magic,7.13,"Action, Fantasy, Mecha, School",TV,13,"Bandai Visual, Genco, Lantis, AT-X, Magic Capsule, Q-Tec, Hakuhodo DY Music & Pictures",Funimation,8bit,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3094.0
34106,Kyoukai no Rinne (TV) 3rd Season,7.07,"Comedy, Supernatural, Romance, School, Shounen",TV,25,"Shogakukan-Shueisha Productions, NHK, Shogakukan",Sentai Filmworks,Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3337.0
34134,One Punch Man 2nd Season,7.41,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",TV,12,"TV Tokyo, Good Smile Company, Shueisha, JR East Marketing & Communications, Bandai Namco Arts, Bandai Spirits",VIZ Media,J.C.Staff,Web manga,23 min. per ep.,R - 17+ (violence & profanity),1874.0
34176,Zero kara Hajimeru Mahou no Sho,7.1,"Action, Adventure, Magic, Fantasy",TV,12,"Sotsu, Lantis, Half H.P Studio, Happinet Pictures, Infinite",Sentai Filmworks,White Fox,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3226.0
34177,Tenshi no 3P!,6.66,"Music, School, Slice of Life",TV,12,"Sotsu, Lantis, AT-X, Barnum Studio, KlockWorx, GAGA, ASCII Media Works, Studio Mausu, Showgate, Happinet Pictures, Hakuhodo DY Music & Pictures",Discotek Media,Project No.9,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5106.0
34209,Meiji Tokyo Renka,6.93,"Harem, Historical, Supernatural, Romance, Shoujo",TV,12,"BS Fuji, MAGES., Tokyo MX, TV Aichi",Funimation,TMS Entertainment,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,3913.0
34240,Shelter,8.34,"Sci-Fi, Music",Music,1,Half H.P Studio,Crunchyroll,A-1 Pictures,Music,6 min.,G - All Ages,195.0
34257,Cinderella Girls Gekijou,6.54,"Comedy, Slice of Life",TV,13,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",Crunchyroll,"Gathering, Lesprit",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,5663.0
34262,Oushitsu Kyoushi Heine,7.47,"Slice of Life, Comedy, Historical, Shounen",TV,12,"TV Tokyo, Square Enix, Sotsu, TV Osaka, AT-X, DAX Production, TV Tokyo Music, Avex Pictures, BS Japan, Dai Nippon Printing, Contents Seed, A-Sketch",Funimation,Bridge,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1682.0
34279,Grancrest Senki,7.25,"Action, Drama, Fantasy, Romance",TV,24,"Aniplex, Bandai Namco Entertainment, Good Smile Company, BS11, ABC Animation, Kinoshita Group Holdings, Kadokawa, Cromea, Sonilude",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2571.0
34280,Gamers!,6.92,"Game, Comedy, Romance, School",TV,12,"Sony Pictures Entertainment, Frontier Works, Sotsu, Kadokawa Shoten, AT-X, NBCUniversal Entertainment Japan, Tokyo MX, i0+, Chugai Mining, BS11",Funimation,Pine Jam,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3925.0
34281,High School DxD Hero,7.28,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,AT-X,Funimation,Passione,Light novel,23 min. per ep.,R+ - Mild Nudity,2420.0
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.64,"Slice of Life, Drama, Magic, Fantasy",TV,6,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx, Kadokawa",Ponycan USA,Studio Gokumi,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1187.0
34299,Digimon Adventure tri. 4: Soushitsu,7.34,"Action, Adventure, Comedy, Drama",Movie,1,Sonilude,Shout! Factory,Toei Animation,Original,1 hr. 22 min.,PG-13 - Teens 13 or older,2143.0
34321,Fate/Grand Order: First Order,6.78,"Action, Supernatural, Magic, Fantasy",Special,1,"Aniplex, Notes",Aniplex of America,Lay-duce,Game,1 hr. 14 min.,PG-13 - Teens 13 or older,4538.0
34350,Alice to Zouroku,7.12,"Adventure, Mystery, Seinen",TV,12,"Bandai Visual, Lantis, Tokuma Shoten, Tokyo MX, Hakuhodo DY Music & Pictures, Sony PCL",Funimation,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3116.0
34368,Vatican Kiseki Chousakan,6.39,"Mystery, Supernatural, Drama",TV,12,"WOWOW, Lantis, Media Factory, Kadokawa Shoten, Movic, KBS, KlockWorx, Kadokawa Media House, Kadokawa Daiei Studio",Sentai Filmworks,J.C.Staff,Novel,24 min. per ep.,R - 17+ (violence & profanity),6449.0
34382,Citrus,6.51,"Drama, Romance, School, Shoujo Ai",TV,12,"Sotsu, Lantis, AT-X, KlockWorx, Happinet Pictures, BS Fuji, Tokyo MX, Infinite, Children's Playground Entertainment, Ichijinsha, Crunchyroll SC Anime Fund",Funimation,Passione,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5848.0
34403,Hajimete no Gal,6.31,"Comedy, Ecchi, Romance, School, Shounen",TV,10,"Kadokawa Shoten, AT-X, KlockWorx, Toranoana, MAGES., Glovision, Kadokawa Media House, Sun TV, Kanetsu Investment",Funimation,NAZ,Manga,23 min. per ep.,R+ - Mild Nudity,6827.0
34414,Nanbaka 2,7.51,"Action, Comedy, Drama",ONA,12,comico,Funimation,Satelight,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,1563.0
34427,Frame Arms Girl,6.42,"Action, Sci-Fi, Slice of Life, Mecha",TV,12,"Frontier Works, Pony Canyon, Nippon Columbia, Bandai Namco Games, Kotobukiya",Sentai Filmworks,"Zexcs, Studio A-CAT",Other,23 min. per ep.,PG-13 - Teens 13 or older,6302.0
34437,Code Geass: Fukkatsu no Lelouch,7.97,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",Movie,1,Showgate,Funimation,Sunrise,Original,1 hr. 52 min.,R - 17+ (violence & profanity),570.0
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.65,"Drama, Fantasy, Magic, Slice of Life",TV,6,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx, Kadokawa",Ponycan USA,Studio Gokumi,Original,24 min. per ep.,PG-13 - Teens 13 or older,1165.0
34449,The Reflection,5.14,"Action, Super Power",TV,12,"Bandai Visual, NHK, 81 Produce, Haoliners Animation League, China Animation Characters, BIGFACE, NHN PlayArt, Ima Group, Crunchyroll SC Anime Fund",Funimation,Studio Deen,Original,25 min. per ep.,PG-13 - Teens 13 or older,10418.0
34451,Kekkai Sensen & Beyond,7.88,"Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,12,"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha",Funimation,Bones,Manga,24 min. per ep.,R - 17+ (violence & profanity),703.0
34494,Sakura Quest,7.41,"Slice of Life, Comedy",TV,25,"AT-X, Houbunsha, TOHO animation, BS11, ABC Animation, Sony PCL",Funimation,P.A. Works,Original,23 min. per ep.,PG-13 - Teens 13 or older,1878.0
34497,Death March kara Hajimaru Isekai Kyousoukyoku,6.54,"Adventure, Fantasy, Harem",TV,12,"Sotsu, AT-X, DIVE II Entertainment, Tokyo MX, Avex Pictures, BS11, Kadokawa, KLab",Funimation,"SILVER LINK., Connect",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5663.0
34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.11,"Romance, Sci-Fi",Movie,1,"Aniplex, Toho, Lawson HMV Entertainment, Toy's Factory, JR East Marketing & Communications, Kadokawa, LINE Corporation","NYAV Post, GKIDS",Shaft,Other,1 hr. 30 min.,PG-13 - Teens 13 or older,7777.0
34501,Kenka Banchou Otome: Girl Beats Boys,6.45,"Action, Martial Arts, School, Shoujo",TV,12,"Grooove, DMM.com",Funimation,"Project No.9, A-Real",Visual novel,8 min. per ep.,PG-13 - Teens 13 or older,6183.0
34525,Centaur no Nayami,6.48,"Slice of Life, Comedy, Fantasy, School, Seinen",TV,12,"Tokuma Shoten, MAGES., Yomiuri TV Enterprise, Kanon Sound, Emon, RAY, NichiNare, Top Marshal, Crunchyroll SC Anime Fund",Funimation,Haoliners Animation League,Manga,23 min. per ep.,R+ - Mild Nudity,5981.0
34537,Yoru wa Mijikashi Arukeyo Otome,8.23,"Comedy, Romance",Movie,1,"Fuji TV, Toho, BS Fuji, Kadokawa",GKIDS,Science SARU,Novel,1 hr. 33 min.,R+ - Mild Nudity,287.0
34540,Pokemon Movie 20: Kimi ni Kimeta!,7.08,"Action, Adventure, Comedy, Kids",Movie,1,"TV Tokyo, Toho, Shogakukan, JR East Marketing & Communications",The Pokemon Company International,OLM,Game,1 hr. 38 min.,PG - Children,3301.0
34541,Mary to Majo no Hana,7.28,"Adventure, Fantasy, Magic",Movie,1,"Khara, Dentsu, Yomiuri Telecasting, Toho, Nippon Television Network, Amuse, Hakuhodo DY Media Partners, Lawson, Kadokawa, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System, LINE Corporation, Walt Disney Japan, KEN ON, D.N. Dream Partners, Yomiuri Shimbun",GKIDS,Studio Ponoc,Book,1 hr. 42 min.,G - All Ages,2454.0
34543,Dive!!,6.08,"Comedy, Sports",TV,12,"Aniplex, Dentsu, Fuji TV, DMM pictures",Sentai Filmworks,Zero-G,Novel,22 min. per ep.,PG-13 - Teens 13 or older,7893.0
34549,Ryuu no Haisha,7.42,"Adventure, Fantasy",Special,2,"NHK, Dwango",Sentai Filmworks,Khara,Original,46 min. per ep.,PG-13 - Teens 13 or older,1821.0
34565,Jikan no Shihaisha,6.33,"Supernatural, Shounen",TV,13,"Lantis, NBCUniversal Entertainment Japan",Funimation,Project No.9,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6738.0
34572,Black Clover,7.38,"Action, Comedy, Magic, Fantasy, Shounen",TV,170,"TV Tokyo, Avex Pictures, Shueisha","Funimation, Crunchyroll",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1968.0
34599,Made in Abyss,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",TV,13,"Media Factory, AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Global Solutions",Sentai Filmworks,Kinema Citrus,Web manga,25 min. per ep.,R - 17+ (violence & profanity),34.0
34618,Blend S,7.36,"Slice of Life, Comedy",TV,12,"Aniplex, Houbunsha, Kansai Telecasting, Lawson, Contents Seed, Kinoshita Group Holdings, Drecom",Aniplex of America,A-1 Pictures,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,2053.0
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"Sci-Fi, Drama",TV,26,"Genco, AT-X, BS Fuji, MAGES., Nagoya Broadcasting Network, bilibili, Yomiuri TV Enterprise, ABC Animation","Funimation, NBCUniversal Entertainment Japan",feel.,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,5485.0
34636,Ballroom e Youkoso,8.21,"Comedy, Drama, Romance, School, Shounen, Sports",TV,24,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Movic, Bandai Namco Games, Toy's Factory, Animatic",Ponycan USA,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,296.0
34644,Brave Witches: Petersburg Daisenryaku,7.02,"Action, Ecchi, Magic, Military, Sci-Fi",Special,1,"Nippon Columbia, KlockWorx, Glovision, Sony PCL, Kadokawa Media House, Sanyo Bussan, Kadokawa","Funimation, Crunchyroll",SILVER LINK.,Original,26 min.,R+ - Mild Nudity,3556.0
34662,Fate/Apocrypha,7.16,"Action, Supernatural, Drama, Magic, Fantasy",TV,25,"Aniplex, Half H.P Studio, Notes, Tokyo MX, BS11",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2937.0
34712,Kujira no Kora wa Sajou ni Utau,7.2,"Mystery, Super Power, Drama, Fantasy, Shoujo",TV,12,"Bandai Visual, Lantis, Magic Capsule, Hakuhodo DY Music & Pictures, Akita Shoten, Sony PCL, Contents Seed",Netflix,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2774.0
34771,Dynamic Chord,4.71,Music,TV,12,"TBS, Nippon Columbia, Zack Promotion, Overlap, Nichion, Asgard",Sentai Filmworks,"Studio Pierrot, Pierrot Plus",Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,10802.0
34792,Yoake Tsugeru Lu no Uta,7.43,"Adventure, Music, Supernatural, Fantasy",Movie,1,"Fuji TV, Toho, Fujipacific Music, BS Fuji","NYAV Post, GKIDS",Science SARU,Original,1 hr. 57 min.,G - All Ages,1815.0
34800,Action Heroine Cheer Fruits,6.55,"Comedy, School, Slice of Life",TV,12,"TBS, Nippon Columbia, KlockWorx, Hobby Japan, Glovision, RAY, Nichion, GYAO!, Production Ace",Sentai Filmworks,Diomedéa,Original,24 min. per ep.,PG-13 - Teens 13 or older,5623.0
34820,Mazinger Z Movie: Infinity,6.8,"Action, Sci-Fi, Comedy, Super Power, Mecha, Shounen",Movie,1,Warner Music Japan,"VIZ Media, NYAV Post",Toei Animation,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,4445.0
34822,Tsuki ga Kirei,8.18,"Romance, School",TV,12,"Sotsu, Mainichi Broadcasting System, flying DOG",Funimation,feel.,Original,24 min. per ep.,PG-13 - Teens 13 or older,331.0
34825,Keppeki Danshi! Aoyama-kun,6.99,"Comedy, Seinen, Sports",TV,12,"Sotsu, TMS Entertainment, Pony Canyon, KlockWorx, Tokyo MX, JR East Marketing & Communications",Ponycan USA,Studio Hibari,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3669.0
34834,Hina Logi: From Luck & Logic,6.68,"Action, Comedy, Fantasy, School",TV,12,"Bandai Visual, Lantis, Nitroplus, Bushiroad, Yuhodo",Funimation,Doga Kobo,Card game,23 min. per ep.,PG-13 - Teens 13 or older,4995.0
34839,Sanrio Danshi,6.61,"Slice of Life, Drama, School",TV,12,"Pony Canyon, Sanrio, Pierrot Plus, Akatsuki",Ponycan USA,Studio Pierrot,Original,24 min. per ep.,PG-13 - Teens 13 or older,5311.0
34863,Zoku Touken Ranbu: Hanamaru,7.31,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy",TV,12,"Marvelous, Nitroplus, TOHO animation, Good Smile Company, DMM.com",Funimation,Doga Kobo,Game,24 min. per ep.,PG-13 - Teens 13 or older,2293.0
34884,Keijo!!!!!!!! Specials,6.48,"Comedy, Ecchi, Shounen, Sports",Special,6,"Sotsu, Lantis, Warner Bros. Japan, Shogakukan",Funimation,Xebec,Manga,3 min. per ep.,PG-13 - Teens 13 or older,6016.0
34902,Tsurezure Children,7.67,"Comedy, Romance, School, Shounen",TV,12,"Nihon Ad Systems, Kodansha, Movic, KlockWorx, Sony Music Entertainment, King Records, BS11, Animatic, Marui Group",Funimation,Studio Gokumi,4-koma manga,12 min. per ep.,PG-13 - Teens 13 or older,1102.0
34914,New Game!!,7.76,"Game, Slice of Life, Comedy",TV,12,"Frontier Works, Media Factory, Movic, AT-X, Sony Music Communications, Houbunsha, MAGES., Lawson","Funimation, Crunchyroll",Doga Kobo,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,898.0
34934,Koi to Uso,6.57,"Drama, Romance, School",TV,12,"Frontier Works, Pony Canyon, Kodansha, Ultra Super Pictures, Memory-Tech, Amuse, Hakuhodo DY Music & Pictures, Animatic, DeNA, A-Sketch",Sentai Filmworks,LIDENFILMS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5542.0
34966,Jigoku Shoujo: Yoi no Togi,6.54,"Horror, Mystery, Psychological, Supernatural",TV,6,"Aniplex, Fujishouji",Aniplex of America,Studio Deen,Original,23 min. per ep.,R - 17+ (violence & profanity),5677.0
34973,Love Live! Sunshine!! 2nd Season,7.58,"Music, School, Slice of Life",TV,13,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad",Funimation,Sunrise,Other,23 min. per ep.,PG-13 - Teens 13 or older,1341.0
34984,Koi wa Ameagari no You ni,7.54,"Romance, Seinen",TV,12,"Aniplex, Dentsu, Fuji TV, DMM pictures",Sentai Filmworks,Wit Studio,Manga,22 min. per ep.,PG-13 - Teens 13 or older,1457.0
35062,Mahoutsukai no Yome,8.1,"Slice of Life, Magic, Fantasy, Shounen",TV,24,"Production I.G, Shochiku, flying DOG, Mag Garden",Funimation,Wit Studio,Manga,24 min. per ep.,PG-13 - Teens 13 or older,417.0
35067,Osomatsu-san 2nd Season,7.6,"Comedy, Parody",TV,25,"TV Tokyo, Dentsu, Rakuonsha, AT-X, Avex Pictures, Daiichi Shokai",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1273.0
35073,Overlord II,7.78,"Action, Game, Adventure, Supernatural, Magic, Fantasy",TV,13,"AT-X, Enterbrain, Grooove, Hakuhodo DY Music & Pictures, NTT Plala, Kadokawa",Funimation,Madhouse,Light novel,23 min. per ep.,R - 17+ (violence & profanity),851.0
35075,Hoozuki no Reitetsu 2nd Season,7.88,"Comedy, Demons, Fantasy, Seinen, Supernatural",TV,13,"Kodansha, King Records",Sentai Filmworks,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,700.0
35076,Juuni Taisen,6.55,Action,TV,12,"Sotsu, Mainichi Broadcasting System, AT-X, Studio Mausu, Tokyo MX, Avex Pictures, Shueisha, BS11, GYAO!, A-Sketch",Funimation,Graphinica,Novel,24 min. per ep.,R - 17+ (violence & profanity),5644.0
35078,Mitsuboshi Colors,7.43,"Comedy, Shounen, Slice of Life",TV,12,"Frontier Works, Movic, AT-X, Grooove, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",Sentai Filmworks,SILVER LINK.,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1812.0
35079,Kino no Tabi: The Beautiful World - The Animated Series,7.58,"Action, Adventure, Slice of Life",TV,12,"Movic, Magic Capsule, ASCII Media Works, NBCUniversal Entertainment Japan, Egg Firm, Crunchyroll SC Anime Fund",Funimation,Lerche,Light novel,23 min. per ep.,R - 17+ (violence & profanity),1337.0
35082,Hibike! Euphonium Movie 2: Todoketai Melody,7.75,"Drama, Music, School",Movie,1,"Lantis, Shochiku, Pony Canyon",Eleven Arts,Kyoto Animation,Novel,1 hr. 55 min.,PG-13 - Teens 13 or older,924.0
35086,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",7.38,"Action, Historical, Supernatural",Movie,1,"Production I.G, Shochiku, Kinoshita Management",Eleven Arts,Wit Studio,Manga,50 min.,PG-13 - Teens 13 or older,1971.0
35134,Koukyoushihen Eureka Seven Hi-Evolution 1,6.31,"Adventure, Drama, Mecha, Sci-Fi",Movie,1,"Bandai Visual, Mainichi Broadcasting System, Showgate, Bandai Namco Entertainment, Hakuhodo DY Music & Pictures",Funimation,Bones,Original,1 hr. 32 min.,PG-13 - Teens 13 or older,6841.0
35135,Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,6.76,"Adventure, Drama, Mecha, Sci-Fi",Movie,1,"Mainichi Broadcasting System, Showgate, Bandai Namco Entertainment, Hakuhodo DY Music & Pictures, Bandai Namco Arts",Funimation,Bones,Original,1 hr. 30 min.,PG-13 - Teens 13 or older,4644.0
35180,3-gatsu no Lion 2nd Season,9.0,"Drama, Game, Seinen, Slice of Life",TV,22,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",Aniplex of America,Shaft,Manga,25 min. per ep.,PG-13 - Teens 13 or older,10.0
35203,Isekai wa Smartphone to Tomo ni.,6.24,"Adventure, Harem, Comedy, Magic, Romance, Fantasy",TV,12,"Sotsu, MediaNet, Pony Canyon, AT-X, Asmik Ace, Hobby Japan, 81 Produce, Tokyo MX, Exit Tunes",Funimation,Production Reed,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,7150.0
35240,Princess Principal,7.71,"Action, Mystery, Historical",TV,12,"Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music & Pictures, Medicos Entertainment",Sentai Filmworks,"Actas, Studio 3Hz",Original,25 min. per ep.,R - 17+ (violence & profanity),1005.0
35241,Konohana Kitan,7.56,"Slice of Life, Fantasy, Seinen, Shoujo Ai",TV,12,"Genco, Lantis, AT-X, GAGA, Memory-Tech, Studio Mausu, DeNA, Kadokawa, Melonbooks",Funimation,Lerche,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1406.0
35247,Owarimonogatari 2nd Season,8.93,"Mystery, Comedy, Supernatural, Vampire",TV,7,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,22 min. per ep.,R - 17+ (violence & profanity),17.0
35248,18if,6.17,"Mystery, Supernatural",TV,13,"Sotsu, DLE, BS Fuji, Tokyo MX, Mobcast, RAY",Funimation,Gonzo,Game,23 min. per ep.,R - 17+ (violence & profanity),7490.0
